MAL_ID,Name,MAL Score,English name,Type,Episodes,Studios,Source,Duration,Rating,Year,Stats Score,Action,Comedy,Drama,Fantasy,Historical,Horror,Kids,Magic,Music,Parody,Romance,School,Sci-Fi,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,6.95,Glass Mask:The Girl of a Thousand Masks,OVA,3,Tokyo Movie Shinsha,Manga,45,PG-13 - Teens 13 or older,1998,7.1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17201,Toki no Daichi: Hana no Oukoku no Majo,0,Unknown,OVA,3,Unknown,Manga,30,PG-13 - Teens 13 or older,1998,5.79,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1051,Ao no 6-gou,7.04,Blue Submarine No. 6,OVA,4,Gonzo,Manga,32,PG-13 - Teens 13 or older,1998,7.07,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1553,Queen Emeraldas,6.89,Unknown,OVA,4,OLM,Manga,36,PG-13 - Teens 13 or older,1998,6.94,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4131,Twin Bee Paradise,0,Unknown,OVA,4,Unknown,Game,30,G - All Ages,1998,6.34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29507,Hamster Sam,0,Unknown,TV,4,Unknown,Unknown,5,PG - Children,1998,5.73,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
37686,Pugpug,0,Unknown,TV,4,Unknown,Original,5,G - All Ages,1998,5.77,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1395,Future GPX Cyber Formula Sin,7.5,Unknown,OVA,5,Sunrise,Unknown,30,PG-13 - Teens 13 or older,1998,7.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3499,DinoZone,5.63,DinoZaurs,OVA,5,Sunrise,Unknown,20,G - All Ages,1998,5.58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
374,Bannou Bunka Neko-Musume DASH!,6.37,All Purpose Cultural Cat Girl Nuku Nuku Dash!,OVA,12,Production Reed,Unknown,24,R - 17+ (violence & profanity),1998,6.33,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
375,Bannou Bunka Neko-Musume (1998),6.53,All Purpose Cultural Cat Girl Nuku Nuku TV,TV,12,Production Reed,Original,23,PG-13 - Teens 13 or older,1998,6.48,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
621,Night Walker: Mayonaka no Tantei,6.94,Nightwalker:The Midnight Detective,TV,12,AIC,Visual novel,25,R+ - Mild Nudity,1998,6.93,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
677,Sentimental Journey,6.36,Unknown,TV,12,Sunrise,Original,20,PG-13 - Teens 13 or older,1998,6.38,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1022,Generator Gawl,6.92,Unknown,TV,12,Tatsunoko Production,Original,24,PG-13 - Teens 13 or older,1998,6.93,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1599,Eat-Man '98,6.74,Unknown,TV,12,Studio Deen,Manga,23,PG-13 - Teens 13 or older,1998,6.75,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1775,Jikuu Tenshou Nazca,5.65,Dimension Movement of Nazca,TV,12,Genco#Radix,Manga,24,PG-13 - Teens 13 or older,1998,5.6,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12951,AWOL,5.62,Unknown,TV,12,Studio Deen,Original,30,PG-13 - Teens 13 or older,1998,5.2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
115,El Hazard: The Alternative World,6.83,Unknown,TV,13,AIC,Original,25,PG-13 - Teens 13 or older,1998,6.85,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Serial Experiments Lain,8.03,Serial Experiments Lain,TV,13,Triangle Staff,Original,23,R - 17+ (violence & profanity),1998,7.99,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
633,Legend of Basara,7.32,Unknown,TV,13,KSS,Manga,24,PG-13 - Teens 13 or older,1998,7.3,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1139,Monkey Magic,6.03,Unknown,TV,13,Group TAC,Novel,25,PG - Children,1998,5.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2781,Saint Luminous Jogakuin,6.08,St. Luminous Mission High School,TV,13,Triangle Staff,Original,24,PG-13 - Teens 13 or older,1998,6,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1743,Super Milk-chan,5.83,Super Milk-Chan,TV,14,Unknown,Unknown,8,R+ - Mild Nudity,1998,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20085,Only You: Viva! Cabaret Club,0,Unknown,TV,15,Unknown,Unknown,10,Unknown,1998,6,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
718,Yume de Aetara (TV),6.46,If I See You in My Dreams,TV,16,J.C.Staff,Manga,7,R+ - Mild Nudity,1998,6.43,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
5132,Let's Nupu Nupu,6.26,Let's Nupu Nupu,TV,16,Ajia-Do#Group TAC,4-koma manga,5,R+ - Mild Nudity,1998,6.25,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29369,Tick & Tack,0,Tick & Tack,TV,18,Unknown,Unknown,5,PG - Children,1998,4.63,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4591,Yoiko,6.3,Unknown,TV,20,Studio Pierrot,Manga,12,R+ - Mild Nudity,1998,6.18,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
626,Mamotte Shugogetten!,6.68,"Protect Me, Heavenly Moon Guardian!",TV,22,Toei Animation,Manga,24,PG-13 - Teens 13 or older,1998,6.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2703,Chousoku Spinner,6.63,Super YoYo,TV,22,Xebec,Manga,23,G - All Ages,1998,6.63,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
400,Seihou Bukyou Outlaw Star,7.87,Outlaw Star,TV,24,Sunrise,Manga,25,R+ - Mild Nudity,1998,7.87,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
810,Android Ana Maico 2010,6.44,Android Announcer Maico 2010,TV,24,Animaruya#Group TAC,Manga,14,PG-13 - Teens 13 or older,1998,6.38,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1017,Majutsushi Orphen,7.17,Orphen,TV,24,J.C.Staff,Light novel,25,PG-13 - Teens 13 or older,1998,7.13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1188,Momoiro Sisters,6.14,Unknown,TV,24,Studio Deen,4-koma manga,6,PG-13 - Teens 13 or older,1998,6.09,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1483,Master Keaton,7.61,Unknown,TV,24,Madhouse,Manga,23,R - 17+ (violence & profanity),1998,7.56,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1660,Kurogane Communication,6.66,Kurogane Communication,TV,24,APPP,Manga,15,R+ - Mild Nudity,1998,6.58,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3371,Ginga Eiyuu Densetsu Gaiden,8.15,Unknown,OVA,24,Artland#Magic Bus,Novel,26,R+ - Mild Nudity,1998,7.99,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
447,Weiß Kreuz,6.73,Knight Hunters,TV,25,Magic Bus#Plum,Original,23,PG-13 - Teens 13 or older,1998,6.64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
782,Gasaraki,6.66,Gasaraki,TV,25,Sunrise,Original,25,PG-13 - Teens 13 or older,1998,6.57,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1892,YAT Anshin! Uchuu Ryokou 2,6.81,Unknown,TV,25,Group TAC,Original,25,PG-13 - Teens 13 or older,1998,7.12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4191,Popolocrois Monogatari,7.04,Popolocrois Monogatari,TV,25,Production I.G,Game,23,PG - Children,1998,7.09,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
5278,Totsugeki! Pappara-tai,0,Charge! Pappara Team,TV,25,Magic Bus,Manga,24,PG-13 - Teens 13 or older,1998,6.33,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,Cowboy Bebop,8.78,Cowboy Bebop,TV,26,Sunrise,Original,24,R - 17+ (violence & profanity),1998,8.74,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
6,Trigun,8.24,Trigun,TV,26,Madhouse,Manga,24,PG-13 - Teens 13 or older,1998,8.22,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
145,Kareshi Kanojo no Jijou,7.61,His and Her Circumstances,TV,26,Gainax#J.C.Staff,Manga,24,PG-13 - Teens 13 or older,1998,7.57,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Initial D First Stage,8.29,Initial D First Stage,TV,26,Gallop#Studio Comet,Manga,25,PG-13 - Teens 13 or older,1998,8.26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
568,Bubblegum Crisis Tokyo 2040,7.1,Unknown,TV,26,AIC,Original,24,R - 17+ (violence & profanity),1998,7.08,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0
604,Mahou no Stage Fancy Lala,7.12,Magical Stage Fancy Lala,TV,26,Studio Pierrot,Original,24,G - All Ages,1998,7.07,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
678,Shadow Skill: Eigi,7.12,Unknown,TV,26,Studio Deen,Unknown,25,PG-13 - Teens 13 or older,1998,7.06,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1184,Lost Universe,7.03,Unknown,TV,26,E&G Films,Light novel,22,PG-13 - Teens 13 or older,1998,6.97,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1231,Saber Marionette J to X,7.3,Unknown,TV,26,Hal Film Maker,Unknown,25,PG-13 - Teens 13 or older,1998,7.32,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1314,DT Eightron,6.33,DT Eightron,TV,26,Sunrise,Original,25,PG-13 - Teens 13 or older,1998,6.24,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0
1517,Silent Möbius,6.8,Unknown,TV,26,Radix,Manga,24,PG-13 - Teens 13 or older,1998,6.78,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1542,Brain Powerd,6.11,Unknown,TV,26,Sunrise,Original,25,PG-13 - Teens 13 or older,1998,5.94,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1629,Devilman Lady,6.66,The Devil Lady,TV,26,TMS Entertainment,Manga,25,R+ - Mild Nudity,1998,6.57,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1846,Princess Nine: Kisaragi Joshikou Yakyuubu,7.15,Princess Nine,TV,26,Phoenix Entertainment,Original,25,PG-13 - Teens 13 or older,1998,7.16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
2288,Akihabara Dennou-gumi,6.56,Unknown,TV,26,Production Reed,Original,23,PG-13 - Teens 13 or older,1998,6.47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2704,Kaiketsu Jouki Tanteidan,6.64,Steam Detectives,TV,26,Xebec,Manga,24,PG-13 - Teens 13 or older,1998,6.57,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0
3176,Nessa no Haou Gandalla,5.92,Gandalla:The King of Burning Desert,TV,26,Production Reed,Original,22,PG-13 - Teens 13 or older,1998,5.93,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4554,Dokkiri Doctor,6.56,Startling Doctor,TV,26,Studio Pierrot,Manga,25,PG-13 - Teens 13 or older,1998,6.4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9391,Ginga Hyouryuu Vifam 13,0,Unknown,TV,26,Sunrise,Unknown,24,G - All Ages,1998,6.32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9424,Seupideuwang Beongae,6.11,Wings of Dragon,TV,26,Unknown,Unknown,24,Unknown,1998,6.14,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
206,Lodoss-tou Senki: Eiyuu Kishi Den,7.16,Record of Lodoss War:Chronicles of the Heroic Knight,TV,27,AIC,Novel,24,PG-13 - Teens 13 or older,1998,7.12,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
550,Yu☆Gi☆Oh!,7.21,Unknown,TV,27,Toei Animation,Manga,24,PG-13 - Teens 13 or older,1998,7.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8812,Alice SOS,6.02,Unknown,TV,28,J.C.Staff,Original,19,G - All Ages,1998,6.13,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3689,Hatsumei Boy Kanipan,6.57,Unknown,TV,31,Unknown,Original,24,PG - Children,1998,6.83,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2716,Urayasu Tekkin Kazoku,6.93,Unknown,TV,33,Studio Deen,Manga,7,R - 17+ (violence & profanity),1998,7.02,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
8765,Futarigurashi,6.01,Unknown,TV,36,Public & Basic#Studio Bogey,Manga,8,R+ - Mild Nudity,1998,5.77,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
7643,Domo-kun,6.36,Unknown,TV,37,dwarf,Original,39,G - All Ages,1998,6.65,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2281,Jikuu Tantei Genshi-kun,6.31,Flint the Time Detective,TV,39,Group TAC,Original,25,PG - Children,1998,6.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2416,Grander Musashi RV,7.04,Unknown,TV,39,Nippon Animation,Unknown,25,PG-13 - Teens 13 or older,1998,7.18,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24465,Heli-Tako Puu-chan,0,Unknown,TV,42,Toei Animation,Unknown,25,PG - Children,1998,5.89,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
5070,Beast Wars Second Chou Seimeitai Transformers,6.4,Unknown,TV,43,Production Reed,Unknown,24,PG - Children,1998,6.42,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9811,Hanasaka Tenshi Tenten-kun,0,Unknown,TV,43,Nippon Animation,Manga,25,G - All Ages,1998,6.56,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
3839,Himitsu no Akko-chan 3,6.39,Unknown,TV,44,Toei Animation,Unknown,24,G - All Ages,1998,6.24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12781,Yoshimoto Muchikko Monogatari,0,Yoshimoto Insect Stories,TV,47,Shin-Ei Animation,Unknown,40,PG-13 - Teens 13 or older,1998,4.78,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
303,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.92,Oh! My Goddess:The Adventures of Mini-Goddess,TV,48,OLM,4-koma manga,7,G - All Ages,1998,6.88,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
582,Sexy Commando Gaiden: Sugoi yo!! Masaru-san,7.71,Unknown,TV,48,Magic Bus,Manga,8,R - 17+ (violence & profanity),1998,7.64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1163,Neo Ranga,6.53,Unknown,TV,48,Studio Pierrot,Original,15,PG-13 - Teens 13 or older,1998,6.39,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1672,Bomberman B-Daman Bakugaiden,6.48,Unknown,TV,48,Madhouse,Game,26,PG - Children,1998,6.52,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
8503,Fushigi Mahou Fun Fun Pharmacy,6.66,Unknown,TV,48,Toei Animation,Unknown,12,G - All Ages,1998,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
29487,Paniponi,0,Unknown,TV,48,Unknown,Unknown,5,PG - Children,1998,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2709,Bakusou Kyoudai Let's & Go MAX,6.58,Unknown,TV,51,Xebec,Manga,25,G - All Ages,1998,6.61,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2766,Super Doll Licca-chan,6.56,Unknown,TV,52,Madhouse,Other,25,G - All Ages,1998,6.48,0,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0
232,Cardcaptor Sakura,8.16,Cardcaptor Sakura,TV,70,Madhouse,Manga,25,PG - Children,1998,8.11,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3937,Takoyaki Mant-Man,0,Takoyaki Capeman,TV,77,Studio Pierrot,Picture book,24,PG - Children,1998,6.17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21,One Piece,8.52,One Piece,TV,-1,Toei Animation,Manga,24,PG-13 - Teens 13 or older,1999,8.56,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
993,Dual! Parallel Runrun Monogatari Special;,6.92,Unknown,Special,1,AIC,Original,29,PG-13 - Teens 13 or older,1999,6.98,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1890,Clover,6.82,Unknown,Music,1,Madhouse,Manga,6,PG-13 - Teens 13 or older,1999,6.84,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2006,Yu☆Gi☆Oh! (Movie),6.91,Unknown,Movie,1,Toei Animation,Manga,30,PG - Children,1999,6.95,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,6.59,Tekkaman Blade:Burning Clock,OVA,1,Tatsunoko Production,Unknown,9,R - 17+ (violence & profanity),1999,6.68,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,6.05,Tekkaman Blade:Missing Link,OVA,1,Unknown,Unknown,5,R - 17+ (violence & profanity),1999,6.09,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2628,"The☆Doraemons: Strange, Sweets, Strange?",6.29,Unknown,Movie,1,Shin-Ei Animation,Unknown,16,PG - Children,1999,6.54,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2660,Doraemon: Nobita's the Night Before a Wedding,7.2,Unknown,Movie,1,Unknown,Unknown,26,PG - Children,1999,7.32,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2961,Digimon Adventure Movie,7.57,Digimon:The Movie,Movie,1,Toei Animation,Original,20,PG - Children,1999,7.6,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,Me gumi no Daigo: Kajiba no Baka Yarou,6.25,Daigo of Fire Company,Movie,1,Sunrise,Manga,45,PG-13 - Teens 13 or older,1999,6.29,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
3914,1001 Nights,6.3,Unknown,Movie,1,Unknown,Other,24,R+ - Mild Nudity,1999,6.29,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4420,Vampiyan Kids: Pilot,6.09,Unknown,Special,1,Production I.G,Original,18,G - All Ages,1999,6.08,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4792,Pokemon: Pikachu Tankentai,6.54,Pokemon:Pikachu's Rescue Adventure,Movie,1,OLM,Game,23,PG - Children,1999,6.57,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6447,Break-Age,0,Unknown,OVA,1,Unknown,Manga,43,PG-13 - Teens 13 or older,1999,5.55,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6797,Docchi ni Suru?,5.55,Your Choice!,Movie,1,Unknown,Unknown,10,G - All Ages,1999,5.39,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8493,Gegege no Kitarou: Kitarou no Yuurei Densha,5.99,Gegege no Kitarou:Kitarou's Ghost Train,Movie,1,Toei Animation,Unknown,13,G - All Ages,1999,5.82,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8550,Dr. Slump Movie 10: Arale no Bikkuriman,6.07,Doctor Slump:Arale's Surprise,Movie,1,Toei Animation,Manga,50,PG-13 - Teens 13 or older,1999,6.07,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8664,"Slime Boukenki: Umi da, Yeah!",5.7,Unknown,Special,1,Production I.G,Game,15,G - All Ages,1999,5.58,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8920,Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,5.76,Unknown,OVA,1,Toei Animation,Unknown,40,PG-13 - Teens 13 or older,1999,5.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10199,Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki,6.1,Unknown,Movie,1,Madhouse,Original,30,G - All Ages,1999,6.12,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11579,Jubilee,5.18,Unknown,Music,1,Unknown,Unknown,5,G - All Ages,1999,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13781,Dokkiri Doctor Special,0,Unknown,Special,1,Studio Pierrot,Manga,25,PG-13 - Teens 13 or older,1999,6.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14249,Ribbon no Kishi (1999),0,Unknown,Movie,1,Tezuka Productions,Unknown,8,G - All Ages,1999,6.22,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16143,One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,7.15,"One Piece:Emergency Planning, A Perfect Strategy for the One Piece",Special,1,Toei Animation,Manga,24,PG-13 - Teens 13 or older,1999,7.21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16261,Arisa☆Good Luck,0,Unknown,OVA,1,Unknown,Unknown,30,PG-13 - Teens 13 or older,1999,5.72,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17965,Tetsuwan Atom: Ao Kishi no Kan,5.97,Unknown,Movie,1,Unknown,Unknown,11,G - All Ages,1999,5.94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19071,"Hyakumannen Attara, Dousuru?",0,Unknown,OVA,1,Unknown,Unknown,28,G - All Ages,1999,5.62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20111,Time Ranger Cesar Boy no Bouken: Roma Teikoku-hen,0,Unknown,OVA,1,Toei Animation,Unknown,40,Unknown,1999,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20227,Yocchan no Biidama,0,Unknown,Special,1,Unknown,Unknown,58,G - All Ages,1999,6.17,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21971,Sore Ike! Anpanman: Yuuki no Hana ga Hiraku Toki,0,Unknown,Movie,1,Unknown,Unknown,56,PG - Children,1999,6.16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22327,Himalaya no Hikari no Oukoku,0,Unknown,OVA,1,Toei Animation,Unknown,31,G - All Ages,1999,6,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23061,Heya/Keitai,5.6,Gestalt,Movie,1,Unknown,Original,6,G - All Ages,1999,5.49,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
24269,Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,0,Unknown,Movie,1,Studio Pierrot,Other,31,G - All Ages,1999,5.12,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
25193,Donguri Mori e,0,Unknown,OVA,1,Toei Animation,Unknown,15,PG - Children,1999,5.86,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26141,Hato yo: Hiroshima no Sora wo,0,Unknown,OVA,1,Unknown,Unknown,21,G - All Ages,1999,7.57,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26241,Inochi Kagayaku Akari,0,Unknown,OVA,1,Unknown,Unknown,48,G - All Ages,1999,6.12,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
26285,Ao no Doumon,0,Unknown,OVA,1,Unknown,Other,13,G - All Ages,1999,6.4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26335,Nanatsu no Hoshi,0,Unknown,OVA,1,Unknown,Unknown,12,G - All Ages,1999,6.29,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27501,Sore Ike! Anpanman: Anpanman to Tanoshii Nakama-tachi,0,Unknown,Movie,1,TMS Entertainment,Unknown,25,PG - Children,1999,6.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27963,Shouta no Sushi: Kokoro ni Hibiku Shari no Aji,0,Unknown,Special,1,Unknown,Unknown,54,G - All Ages,1999,7.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28111,Kaitou Gary no Nihonjin Kouryakuhou!,0,Unknown,OVA,1,Unknown,Unknown,9,G - All Ages,1999,5.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28119,Kuma no Minakuro to Kouhei Jiisan,0,Kumanominakuro to Kouheijiisann,OVA,1,Mushi Production,Book,23,G - All Ages,1999,6.23,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
28715,Rusty Nail,6.17,Unknown,Music,1,Unknown,Music,5,PG-13 - Teens 13 or older,1999,6.18,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
30122,Ultraman M78 Gekijou: Love and Peace,0,Unknown,Special,1,Unknown,Other,22,G - All Ages,1999,5.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30217,Neo Faust,5.73,Unknown,Special,1,Unknown,Manga,6,R+ - Mild Nudity,1999,5.45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30392,Joukyou Monogatari,5.73,Tyo Story,Movie,1,Unknown,Unknown,13,G - All Ages,1999,5.49,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
30450,Dr. Slump: Hoyoyo! Arale no Himitsu Dai Koukai dayo!!,5.78,Unknown,Special,1,Toei Animation,Manga,24,PG-13 - Teens 13 or older,1999,5.67,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30939,Shiranpuri,0,Unknown,OVA,1,Unknown,Unknown,21,G - All Ages,1999,6.32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30982,Shutter Chance,0,Unknown,OVA,1,Unknown,Unknown,25,G - All Ages,1999,8.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33148,Detective Conan: Let's Experience the Jomon Period!,6.18,Unknown,OVA,1,Unknown,Unknown,15,PG-13 - Teens 13 or older,1999,6.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
